"CPUName","CPUPrice","CPUScore"
"Intel Core i3-2375M @ 1.50GHz",NA,903
"Intel Pentium E5300 @ 2.60GHz",59.49,902
"Pentium Dual-Core T4300 @ 2.10GHz",NA,901
"Intel Xeon 3.73GHz",NA,901
"AMD Athlon 7550 Dual-Core",14.95,900
"Intel Core2 Duo T8300 @ 2.40GHz",108.95,899
"AMD Athlon II N370 Dual-Core",NA,899
"Intel Pentium G620T @ 2.20GHz",90.1,896
"Rockchip RK3568 EVB2 LP4X V10 Board",NA,895
"Intel Celeron 1017U @ 1.60GHz",NA,893
"Intel Core2 Duo E6550 @ 2.33GHz",13.3,893
"AMD RX-225FB",NA,892
"Intel Atom x5-Z8350 @ 1.44GHz",21,891
"MT8365",NA,889
"Rockchip RK3528 DEMO4 DDR4 V10 Board",NA,888
"Intel Xeon 5133 @ 2.20GHz",NA,887
"MT8168M",NA,887
"Intel Pentium 3560Y @ 1.20GHz",NA,887
"AMD E2-9000e",NA,886
"AMD Phenom X2 Dual-Core GP-7730",NA,884
"Intel Pentium P6100 @ 2.00GHz",17.02,883
"ARM FT-2000/4 4 Core 2200 MHz",NA,881
"AMD Sempron X2 190",83.44,879
"AMD Turion II P560 Dual-Core",NA,878
"Intel Pentium N3510 @ 1.99GHz",NA,878
"Samsung Exynos 7580",NA,878
"Qualcomm Technologies, Inc MSM8992",NA,878
"Intel Celeron 2955U @ 1.40GHz",NA,877
"AMD Turion II N550 Dual-Core",NA,877
"Athlon 64 Dual Core 5600+",NA,875
"QTI QCM2290",NA,875
"Intel Core2 Duo E4600 @ 2.40GHz",157.95,873
"AMD Athlon 5000 Dual-Core",109.95,872
"rockchip,rk3368",NA,870
"Intel Celeron E3400 @ 2.60GHz",18.99,869
"AMD Athlon 5200 Dual-Core",53.02,869
"nxp IMX8MP",NA,868
"Intel Xeon 3065 @ 2.33GHz",20.9,867
"AMD Athlon II X2 4450e",NA,867
"AMD Turion 64 X2 Mobile TL-68",90,866
"Intel Core2 Duo SP9400 @ 2.40GHz",284,863
"Intel Celeron B830 @ 1.80GHz",49.99,863
"Synaptics VS640",NA,862
"Intel Pentium B940 @ 2.00GHz",89.95,861
"MT8161AA",NA,857
"Intel Xeon 5140 @ 2.33GHz",36.99,857
"AMD Athlon Dual Core 5000B",95,856
"Intel Core2 Duo P7550 @ 2.26GHz",229.99,856
"AMD Turion II N530 Dual-Core",30,855
"AMD Athlon X2 250",NA,855
"Intel Celeron 2957U @ 1.40GHz",NA,854
"AMD Turion II Neo N54L Dual-Core",NA,853
"ARM Cortex-A73 4 Core 1800 MHz",NA,853
"BCM2711",NA,852
"AMD A4-9120C",NA,852
"AMD Athlon 64 X2 Dual Core 5200+",60,851
"AMD A4-9120e",NA,851
"Athlon 64 Dual Core 5000+",NA,850
"Intel Core2 Duo P8400 @ 2.26GHz",297.01,850
"Intel Celeron P4500 @ 1.87GHz",NA,848
"Intel Core i3-2367M @ 1.40GHz",NA,847
"Intel Celeron P4600 @ 2.00GHz",NA,846
"AMD Athlon Dual Core 5050e",60,846
"MT9950",NA,845
"Intel Core2 Duo P8600 @ 2.40GHz",49.18,845
"Intel Core2 Duo P7570 @ 2.26GHz",NA,845
"MT6750V/W",NA,845
"AMD Turion II Dual-Core Mobile M520",69.1,844
"ARM ARMv7 rev 1 (v7l) 4 Core 1800 MHz",NA,843
"MTK8257",NA,842
"Intel Pentium E2220 @ 2.40GHz",19.99,842
"AMD TurionX2 Ultra DualCore Mobile ZM-85",NA,841
"Intel Celeron E1600 @ 2.40GHz",NA,840
"AMD Opteron 275",149.95,839
"Intel Celeron E3200 @ 2.40GHz",19.99,839
"Thor",NA,839
"Intel Celeron 1007U @ 1.50GHz",184.99,839
"Intel Xeon E5205 @ 1.86GHz",14.27,838
"Intel Core i3-2377M @ 1.50GHz",NA,838
"Intel Xeon E5502 @ 1.87GHz",39,837
"Intel Pentium P6300 @ 2.27GHz",NA,834
"AArch64",NA,833
"nxp IMX8MQ",NA,831
"Intel Core2 Duo T7500 @ 2.20GHz",59,828
"AMD Turion X2 Ultra Dual-Core Mobile ZM-85",45,828
"Rockchip RK3368",NA,827
"Amlogic AMLS905X4",NA,827
"AMD Sempron X2 180",69.4,826
"Intel Core2 Duo T7600 @ 2.33GHz",99.95,824
"Intel Pentium T4500 @ 2.30GHz",29.95,824
"AMD Athlon Dual Core 5200B",NA,823
"MT8766B",NA,822
"Intel Core i3-2365M @ 1.40GHz",NA,819
"Intel Xeon 3050 @ 2.13GHz",157.95,818
"MT8161A",NA,818
"Intel Core2 Duo T6670 @ 2.20GHz",NA,818
"MT6761V/CAB",NA,816
"MT6761V/WAB",NA,816
"ARM Cortex-A72 4 Core 2200 MHz",NA,815
"Amlogic AMLS905D3",NA,815
"AMD Turion II Ultra Dual-Core Mobile M620",NA,814
"Intel Atom x5-Z8300 @ 1.44GHz",132.99,814
"AMD Turion II P520 Dual-Core",NA,812
"Intel Pentium P6000 @ 1.87GHz",NA,810
"Intel Pentium 997 @ 1.60GHz",NA,809
"Intel Atom x5-Z8330 @ 1.44GHz",NA,809
"Intel Core2 Duo E6540 @ 2.33GHz",NA,808
"AMD Athlon II Dual-Core M340",NA,807
"Intel Pentium D 960 @ 3.60GHz",NA,807
"AMD A4-4355M APU",NA,806
"AMD Opteron 1214 HE",NA,806
"Intel Xeon E5503 @ 2.00GHz",128,804
"MT8173",NA,804
"AMD Athlon64 X2 Dual Core 4600+",NA,803
"Intel Celeron B820 @ 1.70GHz",29.29,802
"Intel Atom Z3580 @ 1.33GHz",NA,802
"AMD Turion X2 Ultra Dual-Core Mobile ZM-84",49.95,802
"AMD Turion X2 Dual-Core Mobile RM-76",NA,799
"hi6210sft",NA,796
"Rockchip RK3566 RK817 ZIDOO TABLET LP4X Board",NA,795
"Intel Xeon 5130 @ 2.00GHz",48.99,795
"Intel Celeron E3300 @ 2.50GHz",61.79,795
"Intel Atom Z3775D @ 1.49GHz",NA,794
"AMD GX-217GA SOC",NA,794
"AMD A6-4455M APU",NA,793
"Intel Core2 Duo T6600 @ 2.20GHz",39.97,793
"Intel Xeon 3040 @ 1.86GHz",25.04,790
"Intel Core2 Duo P7370 @ 2.00GHz",NA,790
"AMD Athlon 7450 Dual-Core",NA,789
"AC8257V/WAB",NA,788
"Intel Core i3-2357M @ 1.30GHz",NA,788
"Intel Core2 Duo L9600 @ 2.13GHz",NA,788
"MediaTek MT6761V/WBB",NA,786
"AMD Athlon 64 X2 Dual Core 5000+",331.49,786
"Qualcomm MSM8994",NA,785
"MT6761V/CD",NA,784
"Mediatek MT8168B",NA,784
"Intel Core2 Duo P7450 @ 2.13GHz",39.99,783
"AMD Athlon Dual Core 4850e",39,783
"Intel Core i5-470UM @ 1.33GHz",NA,782
"AMD A4-3310MX APU",NA,782
"ARM Cortex-A17 4 Core 1800 MHz",NA,781
"AMD Opteron 1216",54.85,781
"Intel Core2 Duo E6400 @ 2.13GHz",29.94,780
"Intel Celeron N2910 @ 1.60GHz",NA,778
"ARM ARMv7 rev 1 (v7l) 4 Core 1608 MHz",NA,776
"Pentium Dual-Core T4200 @ 2.00GHz",NA,775
"Intel Celeron B810 @ 1.60GHz",26.99,775
"VIA QuadCore L4700 @ 1.2+ GHz",NA,773
"ARM Cortex-A72 4 Core 2000 MHz",NA,772
"Intel Atom Z3735G @ 1.33GHz",NA,772
"AMD Opteron 1212 HE",NA,771
"Intel Pentium T4400 @ 2.20GHz",109.95,771
"Athlon Dual Core 4850e",NA,769
"Intel Core2 Duo T8100 @ 2.10GHz",999.99,768
"AMD Athlon II N350 Dual-Core",NA,767
"AMD Opteron 280",264.85,765
"AMD A4-5150M APU",NA,765
"Intel Xeon 5120 @ 1.86GHz",297.89,763
"Intel Core2 Duo T6570 @ 2.10GHz",38.5,762
"rockchip,rk3328",NA,761
"Intel Core2 Duo T7400 @ 2.16GHz",149.95,761
"M7221",NA,760
"Intel Core2 Duo E6420 @ 2.13GHz",39.99,760
"Intel Core2 Duo SL9400 @ 1.86GHz",253,759
"MT6797D",NA,758
"MediaTek MT6761V/WE",NA,757
"Intel Pentium T4300 @ 2.10GHz",98.95,757
"AMD Turion II Dual-Core Mobile M500",NA,756
"Celeron Dual-Core T3500 @ 2.10GHz",NA,756
"AMD A4-3330MX APU",NA,756
"ARM Cortex-A72 4 Core 1900 MHz",NA,755
"ARM Cortex-A55 4 Core 2016 MHz",NA,755
"Intel Celeron 887 @ 1.50GHz",NA,754
"AMD GX-218GL SOC",NA,754
"Rockchip RK3566 EVB1 DDR4 V10 Board",NA,751
"AMD A4-3305M APU",20.81,751
"Intel Atom Z3560 @ 1.00GHz",NA,749
"AMD Athlon II Dual-Core M320",30,749
"Intel Celeron 1047UE @ 1.40GHz",NA,748
"Intel Core2 Duo P7350 @ 2.00GHz",19.99,748
"Spreadtrum SC9853I-IA",NA,748
"Dual-Core AMD Opteron 1220 SE",NA,748
"Intel Core2 Duo T6500 @ 2.10GHz",14.99,747
"AMD Opteron 180",119.95,746
"Intel Core i3-380UM @ 1.33GHz",NA,745
"Intel Pentium Dual T2390 @ 1.86GHz",NA,745
"Mediatek MT6761V/WD",NA,744
"ARM Cortex-A55 4 Core 2124 MHz",NA,742
"AMD Turion X2 Ultra Dual-Core Mobile ZM-87",39.95,741
"Mediatek MT8696",NA,740
"Intel Core2 Duo E4500 @ 2.20GHz",11,739
"Intel Core2 Duo T7200 @ 2.00GHz",89.95,738
"MT8696",NA,738
"AMD Athlon Dual Core 5600B",NA,737
"Intel Pentium D 3.40GHz",NA,736
"Athlon 64 Dual Core 3800+",NA,736
"Intel Atom Z3770 @ 1.46GHz",149.44,736
"AMD Opteron 270",270.75,736
"Intel Celeron E1400 @ 2.00GHz",14,735
"Intel Pentium E2200 @ 2.20GHz",25,735
"ARM Cortex-A72 6 Core 1008 MHz",NA,734
"AMD Turion X2 Ultra Dual-Core Mobile ZM-82",NA,733
"AMD Athlon 64 X2 Dual Core 4200+",109.95,731
"Intel Celeron B815 @ 1.60GHz",26.99,731
"AMD Athlon II P360 Dual-Core",19.95,730
"Qualcomm Technologies, Inc APQ8096pro",NA,730
"Intel Core2 Duo T6400 @ 2.00GHz",14.99,729
"AMD Turion X2 Dual-Core Mobile RM-75",NA,727
"AMD Athlon Dual Core 4850B",NA,727
"AMD Opteron 1216 HE",NA,727
"AMD E2-3000 APU",NA,726
"MT3561S",NA,723
"Qualcomm APQ 8084 (Flattened Device Tree)",NA,720
"AMD Athlon 64 X2 Dual Core 4600+",349.95,720
"Qualcomm MSM8974",NA,717
"Intel Core2 Duo E6320 @ 1.86GHz",39.99,717
"Qualcomm Technologies, Inc SDA429W",NA,715
"AMD A4-3300M APU",29.99,714
"Intel Pentium T4200 @ 2.00GHz",98.95,714
"AMD Athlon II X2 260u",83.44,713
"MediaTek MT8168A",NA,712
"AMD Athlon Dual Core 4450B",31,711
"Intel Core2 Duo E4400 @ 2.00GHz",19.99,710
"AMD Athlon 64 FX-60 Dual Core",NA,709
"Intel Core2 Duo T7250 @ 2.00GHz",201.48,708
"Rockchip RK3288",NA,708
"ARM Cortex-A55 4 Core 1908 MHz",NA,707
"AMD Athlon II P320 Dual-Core",19.95,705
"AMD Athlon Dual Core 4450e",14.48,705
"Intel Atom Z3775 @ 1.46GHz",500,704
"Intel Atom Z3735D @ 1.33GHz",NA,704
"MT8735T",NA,704
"AMD Athlon II P340 Dual-Core",39.95,704
"Intel Atom E3840 @ 1.91GHz",NA,704
"Qualcomm MSM8974PRO-AA",NA,703
"Intel Pentium E2210 @ 2.20GHz",NA,702
"MT5893",NA,702
"Intel Core2 Duo T5870 @ 2.00GHz",NA,698
"Intel Core2 Duo T5750 @ 2.00GHz",9.99,697
"AMD Opteron 1214",90.18,696
"AMD Turion 64 X2 Mobile TL-66",89,696
"Mediatek MT6739",NA,695
"AMD Opteron 185",NA,695
"Samsung EXYNOS5420",NA,695
"AMD Turion X2 Ultra Dual-Core Mobile ZM-86",61,695
"AMD Athlon 64 X2 Dual Core 4000+",NA,692
"ARM Cortex-A72 4 Core 1800 MHz",NA,692
"Intel Celeron 877 @ 1.40GHz",NA,692
"MT6738",NA,692
"AMD Turion X2 Dual Core Mobile RM-76",NA,691
"Intel Atom Z3560 @ 1.83GHz",NA,690
"Intel Core2 Duo L9300 @ 1.60GHz",NA,690
"Intel Celeron P4505 @ 1.87GHz",NA,689
"MediaTek MT6737T",NA,689
"Intel Core2 Duo T5850 @ 2.16GHz",27.79,687
"Celeron Dual-Core T3000 @ 1.80GHz",NA,687
"Qualcomm MSM8974PRO-AB",NA,686
"Rockchip RK3566 RK817 TABLET RKG11 LP4 Board",NA,686
"ARM Cortex-A55 4 Core 1992 MHz",NA,685
"Intel Celeron 2961Y @ 1.10GHz",NA,684
"AMD Turion II Neo K685 Dual-Core",NA,684
"Intel Pentium E2180 @ 2.00GHz",19.5,683
"AMD Opteron 175",NA,682
"Intel Pentium D 950 @ 3.40GHz",NA,681
"ARM Cortex-A53 8 Core 1512 MHz",NA,681
"Athlon Dual Core 4450e",NA,681
"Intel Core2 Duo L7800 @ 2.00GHz",NA,680
"AMD Athlon 64 X2 Dual Core 4800+",149.95,679
"Intel Celeron J3060 @ 1.60GHz",NA,679
"Intel Core2 Duo T7300 @ 2.00GHz",89.95,678
"AMD Athlon II X2 270u",67.67,675
"AMD Turion 64 X2 Mobile TL-64",39.39,675
"AMD Athlon 64 X2 Dual Core 4400+",298.95,675
"ARM Cortex-A72 4 Core 2100 MHz",NA,674
"AMD Athlon Dual Core 4050e",NA,674
"AMD Athlon X2 Dual Core BE-2400",NA,674
"Allwinner A133",NA,673
"Athlon Dual Core 4050e",NA,670
"AMD Athlon II Dual-Core M300",NA,670
"AMD E2-3000M APU",42.98,668
"AMD A4-3320M APU",39,668
"ARM Cortex-A72 4 Core 1600 MHz",NA,667
"Rockchip (Device Tree)",NA,666
"ARM Cortex-A55 4 Core 2100 MHz",NA,666
"VIA QuadCore U4650 @ 1.0+ GHz",NA,666
"AMD Athlon II N330 Dual-Core",NA,665
"AMD E2-7015 APU",NA,662
"MT8735",NA,662
"Intel Celeron N3060 @ 1.60GHz",282,661
"Broadcom STB (Flattened Device Tree)",NA,659
"AMD Turion Dual-Core RM-75",21.49,659
"Intel Core2 Duo T5600 @ 1.83GHz",NA,658
"Intel Celeron B800 @ 1.50GHz",26.99,657
"Intel Pentium 987 @ 1.50GHz",NA,657
"Intel Core2 Duo L7500 @ 1.60GHz",NA,657
"Qualcomm MSM8917",NA,656
"AMD Turion X2 Dual-Core Mobile RM-74",14.95,655
"MT8735A",NA,655
"AMD Turion X2 Dual-Core Mobile RM-72",224.26,653
"AMD Athlon 64 X2 Dual Core 5800+",29.95,653
"Intel Pentium T3400 @ 2.16GHz",79.95,653
"AMD Athlon 64 X2 QL-60",NA,652
"Intel Core2 Duo T5900 @ 2.20GHz",NA,652
"AMD GX-412TC SOC",NA,650
"AMD Turion 64 X2 Mobile TL-62",29,649
"AMD Turion Dual-Core RM-72",29.9,649
"AMD Opteron 170",NA,648
"Qualcomm MSM8974PRO-AC",NA,647
"AMD GX-212JC SOC ",NA,646
"Intel Pentium E2160 @ 1.80GHz",20,645
"Intel Pentium 967 @ 1.30GHz",NA,643
"Intel Core2 Duo T5550 @ 1.83GHz",NA,642
"AMD Athlon 64 X2 QL-66",NA,641
"AMD Turion 64 X2 Mobile TL-60",15.95,639
"ARM Cortex-A53 4 Core 1908 MHz",NA,638
"AMD E2-7015",NA,637
"AMD Athlon 64 X2 QL-65",22,637
"Amlogic",NA,636
"Intel Core2 Duo E6300 @ 1.86GHz",89.95,634
"Celeron Dual-Core T3300 @ 2.00GHz",14.97,633
"AMD Athlon 64 X2 Dual Core 3600+",68.25,633
"Generic DT based system",NA,632
"Intel Pentium T3200 @ 2.00GHz",12,631
"AMD Athlon 64 X2 Dual Core 3800+",NA,629
"Intel Core2 Duo T5800 @ 2.00GHz",NA,628
"Intel Core i5-430UM @ 1.20GHz",NA,627
"ARM Cortex-A72 4 Core 1500 MHz",NA,626
"Intel Celeron E1500 @ 2.20GHz",19.65,626
"ARM Cortex-A55 4 Core 1800 MHz",NA,625
"Intel Pentium U5600 @ 1.33GHz",NA,624
"AMD Athlon 64 X2 QL-64",NA,624
"Allwinner H618",NA,623
"Intel Pentium 957 @ 1.20GHz",134,622
"Intel Atom Z3745 @ 1.33GHz",30,621
"Intel Atom Z3740 @ 1.33GHz",NA,621
"Intel Celeron N3000 @ 1.04GHz",NA,621
"AMD Athlon 64 X2 Dual-Core TK-57",NA,620
"MT6795MM",NA,618
"AMD Turion II Neo K625 Dual-Core",NA,618
"AMD Turion II Neo N40L Dual-Core",NA,617
"Intel Atom Z3740D @ 1.33GHz",NA,614
"AMD Turion X2 Dual-Core Mobile RM-70",NA,612
"MediaTek MT6762V/CN",NA,611
"Intel U4100 @ 1.30GHz",NA,610
"ARM Cortex-A72 4 Core 1000 MHz",NA,608
"Intel Core2 Duo L7700 @ 1.80GHz",NA,607
"MediaTek MT8163",NA,606
"Intel Celeron N3010 @ 1.04GHz",NA,605
"Intel Core2 Duo T7100 @ 1.80GHz",14.99,604
"Qualcomm APQ8084",NA,603
"AMD Turion X2 Dual Core L510",NA,603
"AMD E1 Micro-6200T APU",NA,600
"AMD TurionX2 Ultra DualCore Mobile ZM-87",NA,599
"Celeron Dual-Core T3100 @ 1.90GHz",32,599
"Samsung GrandPrimePlus LTE LTN DTV rev04 board bas",NA,599
"Intel Atom Z3745D @ 1.33GHz",NA,599
"AMD Athlon II X2 250u",24.95,598
"AMD Sempron 150",14.95,597
"Intel Celeron J1750 @ 2.41GHz",NA,595
"rk3566",NA,595
"AMD Athlon 64 X2 Dual Core BE-2300",NA,594
"Intel Core2 Duo E4300 @ 1.80GHz",39,593
"AMD E1-7010 APU",NA,593
"AMD Opteron 1212",290,593
"Mediatek MT8175B",NA,592
"AMD Athlon X2 Dual Core BE-2350",92.66,591
"AMD E1-2500 APU",NA,591
"Intel Core2 Duo T5470 @ 1.60GHz",NA,590
"AMD Turion Dual-Core RM-74",NA,588
"Intel Celeron N2840 @ 2.16GHz",NA,587
"Intel Pentium 2129Y @ 1.10GHz",134,587
"Intel Core2 Duo T5670 @ 1.80GHz",NA,587
"Intel Celeron N3050 @ 1.60GHz",170,587
"Intel Celeron 847E @ 1.10GHz",NA,584
"Intel Atom C2338 @ 1.74GHz",NA,584
"MediaTek MT6735",NA,584
"Intel Core2 Duo T5450 @ 1.66GHz",NA,583
"AMD Athlon 64 X2 QL-67",NA,582
"Intel Xeon MV 3.20GHz",NA,582
"MT6761V/WD",NA,580
"Intel Celeron U3600 @ 1.20GHz",NA,579
"Intel Atom C2358 @ 1.74GHz",NA,578
"Intel Core2 Duo U9600 @ 1.60GHz",NA,577
"AMD Athlon 64 X2 Dual-Core TK-42",NA,577
"ARM Cortex-A72 4 Core 1700 MHz",NA,577
"Intel Celeron 1019Y @ 1.00GHz",NA,576
"AMD Athlon 64 X2 Dual Core BE-2350",NA,573
"Intel Celeron J1800 @ 2.41GHz",NA,573
"Intel Celeron @ 1.30GHz",NA,572
"MT8735P",NA,572
"AMD E1-6015 APU",NA,571
"AMD Athlon X2 Dual Core BE-2300",89.95,570
"Intel Celeron G470 @ 2.00GHz",35.15,570
"Intel Celeron 857 @ 1.20GHz",NA,569
"Intel Pentium T2390 @ 1.86GHz",NA,568
"MT8765WA",NA,567
"Qualcomm MSM 8974 HAMMERHEAD (Flattened Device Tre",NA,566
"AMD Athlon 64 X2 3800+",NA,566
"Intel Pentium T2410 @ 2.00GHz",NA,566
"Intel Atom Z3530 @ 1.33GHz",NA,565
"ap201",NA,565
"AMD Athlon X2 Dual Core 6850e",NA,564
"Intel Pentium D 830 @ 3.00GHz",NA,564
"Mediatek MT8765WA",NA,564
"AMD Sempron Dual Core 2200",39.95,563
"AMD Turion X2 Dual-Core Mobile RM-77",NA,562
"Intel Celeron 867 @ 1.30GHz",55.69,562
"AMD Turion Dual-Core RM-70",25,561
"Qualcomm Technologies, Inc MSM8929",NA,560
"sun50iw1p1",NA,559
"AMD Athlon 64 X2 Dual-Core TK-53",NA,558
"Intel Pentium T2370 @ 1.73GHz",25,558
"Intel Atom Z3735E @ 1.33GHz",117,557
"ARM Cortex-A53 4 Core 1704 MHz",NA,556
"AMD Athlon Neo X2 Dual Core L325",NA,556
"AMD Sempron Dual Core 2300",41.99,555
"Intel Core i3-330UM @ 1.20GHz",NA,555
"QCT APQ8064 FLO",NA,553
"Intel Pentium D 940 @ 3.20GHz",NA,552
"Intel Pentium U5400 @ 1.20GHz",NA,552
"AMD Sempron 2650 APU",98.56,551
"Intel Celeron T1600 @ 1.66GHz",19.99,551
"Intel Core2 Duo T5250 @ 1.50GHz",89.95,549
"Intel T1400 @ 1.73GHz",15,548
"Intel Core2 Duo T5500 @ 1.66GHz",NA,548
"Intel T1500 @ 1.86GHz",NA,548
"Intel Celeron G465 @ 1.90GHz",40,547
"Intel Celeron N2830 @ 2.16GHz",149.99,547
"Intel Atom Z3735F @ 1.33GHz",500,541
"Intel Pentium E2140 @ 1.60GHz",40,539
"mt6762m",NA,538
"Intel Pentium T2330 @ 1.60GHz",89.95,538
"SAMSUNG JF",NA,537
"AMD TurionX2 Dual Core Mobile RM-70",NA,536
"Intel Core2 Duo L7300 @ 1.40GHz",NA,536
"AMD E1-6010 APU",NA,535
"Spreadtrum SC9832E",NA,535
"AMD Turion 64 X2 Mobile TL-52",NA,534
"AMD Sempron Dual Core 2100",37.99,533
"MT6739CH",NA,533
"MT8167D",NA,532
"AMD Athlon 64 X2 Dual Core 3400+",NA,531
"AMD Opteron 165",868.54,531
"Intel Pentium T2310 @ 1.46GHz",NA,531
"Intel Core2 Duo T5300 @ 1.73GHz",NA,530
"Qualcomm Technologies, Inc MSM8917",NA,530
"AMD Athlon Neo X2 Dual Core L335",NA,529
"MT6737H",NA,528
"AMD Athlon II Neo K345 Dual-Core",NA,527
"Intel Atom S1260 @ 2.00GHz",64,526
"AMD Athlon 64 X2 QL-62",NA,525
"Qualcomm Technologies, Inc APQ8017",NA,522
"Intel Core2 Duo U7300 @ 1.30GHz",NA,522
"MT6592",NA,521
"Intel Atom C2350 @ 1.74GHz",43,520
"AMD Athlon 64 X2 Dual-Core TK-55",72.74,518
"AMD Sempron 145",39.99,518
"AMD Athlon 64 FX-57",NA,517
"Intel Celeron E1200 @ 1.60GHz",98.95,516
"Intel T2050 @ 2.00GHz",NA,516
"Intel Celeron U3400 @ 1.07GHz",NA,516
"Intel Core2 Duo L7400 @ 1.50GHz",NA,516
"AMD Turion 64 X2 Mobile TL-56",65.4,514
"ARM Cortex-A53 4 Core 1800 MHz",NA,513
"Intel Atom D2701 @ 2.13GHz",NA,511
"Intel Core2 Duo SU9400 @ 1.40GHz",NA,511
"AMD Sempron 130",30,511
"Intel Celeron N2808 @ 1.58GHz",NA,510
"MT8161P",NA,508
"Rockchip RK3288 (Flattened Device Tree)",NA,508
"AMD Turion X2 Ultra Dual-Core Mobile ZM-80",49.95,506
"Intel Celeron N2820 @ 2.13GHz",225,502
"ARM Cortex-A53 4 Core 2016 MHz",NA,500
"Intel Core Duo T2700 @ 2.33GHz",NA,498
"Unisoc SC9832e",NA,498
"sun50iw6",NA,498
"AMD Turion X2 Dual Core Mobile RM-70",132.56,497
"AMD E2-2000 APU",NA,496
"Intel Atom Z3736F @ 1.33GHz",NA,496
"Intel Celeron N2815 @ 1.86GHz",NA,495
"Intel Pentium SU4100 @ 1.30GHz",NA,492
"Rockchip RK3328 box liantong avb",NA,491
"Intel Celeron N2806 @ 1.60GHz",NA,489
"Intel Atom Z3770D @ 1.49GHz",NA,488
"Qualcomm Technologies, Inc MSM8920",NA,487
"AMD Athlon II Neo N36L Dual-Core",NA,487
"AMD Sempron 140",11.95,486
"PXA1908",NA,486
"Intel Celeron N2807 @ 1.58GHz",NA,486
"AMD E-350D APU",NA,486
"AMD Athlon 64 3100+",NA,484
"AMD G-T56N",NA,484
"AMD Turion 64 X2 Mobile TL-58",NA,483
"Intel Celeron SU2300 @ 1.20GHz",NA,482
"Intel Celeron 847 @ 1.10GHz",315,480
"Intel Xeon 3.20GHz",NA,478
"MT8167A",NA,478
"Intel Celeron 925 @ 2.30GHz",NA,477
"AMD Turion 64 X2 Mobile TL-50",18.99,474
"AMD E1-2200 APU",NA,474
"ARM Cortex-A53 4 Core 1512 MHz",NA,471
"AMD TurionX2 Dual Core Mobile RM-72",NA,471
"Intel Core2 Duo T5200 @ 1.60GHz",NA,470
"Samsung Exynos 7570",NA,470
"Intel Celeron G460 @ 1.80GHz",50,469
"Intel Pentium Extreme Edition 955 @ 3.46GHz",31.23,469
"Intel Core2 Duo L7100 @ 1.20GHz",NA,467
"Intel Atom D2700 @ 2.13GHz",NA,467
"MediaTek MT6737",NA,465
"AMD Athlon 64 FX-59",NA,465
"Intel Pentium D 915 @ 2.80GHz",NA,465
"Rockchip rk3326 evb board",NA,463
"Intel Atom E3827 @ 1.74GHz",NA,463
"ARM Cortex-A53 4 Core 1608 MHz",NA,462
"ARM Cortex-A55 4 Core 1416 MHz",NA,460
"Intel Core Duo T2600 @ 2.16GHz",NA,460
"Qualcomm Technologies, Inc QM215",NA,458
"AMD Opteron 154",NA,457
"AMD Athlon Neo X2 Dual Core 6850e",NA,456
"QCT APQ8064 DEB",NA,453
"ARM Cortex-A53 4 Core 1600 MHz",NA,453
"AMD Opteron 254",NA,451
"AMD E2-1800 APU",NA,449
"Intel Atom N2800 @ 1.86GHz",NA,444
"AMD G-T56E",NA,442
"Intel Core2 Duo U9300 @ 1.20GHz",NA,440
"MediaTek MT6739WW",NA,438
"ARM Cortex-A53 4 Core 1300 MHz",NA,438
"AMD E-450 APU",NA,437
"Intel Atom D2560 @ 2.00GHz",NA,433
"AMD Turion Neo X2 Dual Core L625",NA,432
"AMD Athlon LE-1640",127.95,430
"Intel Core2 Duo U7700 @ 1.33GHz",NA,429
"MT8127",NA,429
"AMD Opteron 152",NA,428
"Sony Mobile fusion3",NA,428
"MediaTek MT6737M",NA,427
"AMD G-T48E",NA,427
"Intel Core2 Duo T5270 @ 1.40GHz",NA,427
"Rockchip RK3326",NA,425
"Intel Xeon 3.00GHz",NA,425
"Qualcomm MSM8916",NA,424
"AMD E-350 APU",NA,423
"AMD V140",39.95,422
"AMD Athlon LE-1620",18,421
"AMD E-350",NA,421
"Intel Celeron G440 @ 1.60GHz",256.41,420
"MT8765WB",NA,419
"MediaTek MT8735B",NA,418
"ARM Cortex-A53 4 Core 1392 MHz",NA,417
"AMD Sempron LE-1300",27,417
"AMD Athlon II Neo K325 Dual-Core",25.99,417
"AMD Athlon LE-1660",NA,416
"ARM Cortex-A53 4 Core 1296 MHz",NA,416
"Samsung GrandPrimePlus LTE LTN OPEN rev04 board ba",NA,415
"Intel Celeron 450 @ 2.20GHz",299,415
"AMD Athlon LE-1600",21,412
"AMD Athlon 1640B",50,412
"Intel Core Duo T2450 @ 2.00GHz",NA,411
"Intel Celeron 900 @ 2.20GHz",18.99,410
"Intel Atom D2550 @ 1.86GHz",NA,409
"Qualcomm Technologies, Inc QCM2150",NA,409
"Intel Core Duo T2500 @ 2.00GHz",119.99,408
"ARM Cortex-A53 4 Core 1199 MHz",NA,407
"Qualcomm Technologies, Inc APQ8016",NA,406
"Intel Atom E3805 @ 1.33GHz",20,406
"AMD A4-1250 APU",NA,406
"Intel Atom D510 @ 1.66GHz",97.16,406
"Intel Xeon 5110 @ 1.60GHz",35,405
"Qualcomm Technologies, Inc MSM8916",NA,405
"AMD E1-2100 APU",NA,405
"AMD Athlon 64 FX-55",65,404
"Intel Core Duo L2500 @ 1.83GHz",NA,404
